id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
748783,The Garfield Movie,"['Animation', 'Comedy', 'Family', 'Adventure', 'Action']",en,Garfield the world-famous Monday-hating lasagna-loving indoor cat is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious high-stakes heist.,813.181,Alcon Entertainment-DNEG-Wayfarer Studios-One Cool Group-Stage 6 Films-Andrews McMeel Entertainment-John Cohen Productions,4/30/2024,60000000,221871392,101,Released,Indoor cat. Outdoor adventure.,7.179,815,Chris Pratt-Samuel L. Jackson-Hannah Waddingham-Ving Rhames-Nicholas Hoult-Cecily Strong-Harvey Guillén-Brett Goldstein-Bowen Yang-Snoop Dogg-Janelle James-Angus Cloud-Jeff Foxworthy-Eugenia Caruso-Luke Cinque-White-Dev Joshi-Chana Keefer-Mark Keefer-Edward Montgomery-Mark Dindal-Cameron Bernard Jones-Darren Foreman-Timothy Quinlan-Matt Rippy-Alicia Grace Turrell-Eric Loren-Melli Bond-Lynsey Murrell-Amelia Sciandra-Jennifer Woodward-Hannah Felix,friendship-cat-villain-based on comic-lasagne-computer animation-based on cartoon-food-dog-female villain-aftercreditsstinger-father son relationship-adaptation-adoring-joyful,/xYduFGuch9OwbCOEUiamml18ZoB.jpg,/1wP1phHo2CROOqzv7Azs0MT5esU.jpg,1093995-974262-653346-639720-1197406-1207898-1082063-519182-1048241-1079485-882059-786892-739547-1209290-718821-1022789-740441-560016-758679-573435,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
940551,Migration,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",en,After a migrating duck family alights on their pond with thrilling tales of far-flung places the Mallard family embarks on a family road trip from New England to New York City to tropical Jamaica.,800.053,Illumination,12/6/2023,72000000,289076685,83,Released,Odd ducks welcome.,7.563,1009,Kumail Nanjiani-Elizabeth Banks-Caspar Jennings-Tresi Gazal-Awkwafina-Carol Kane-Keegan-Michael Key-Danny DeVito-David Mitchell-Isabela Merced-Carlos Alazraqui-Brock Baker-Gregg Berger-Steve Blum-Kimberly Brooks-Rodger Bumpass-Corey Burton-Sean Chiplock-Amber Lee Connors-Ian James Corlett-David Cowgill-Robin Atkin Downes-David Errigo Jr.-Bill Farmer-Dave Fennoy-Keith Ferguson-Erin Fitzgerald-Grant George-David Kaye-Danny Mann-Zeno Robinson-Tara Sands-Veronica Taylor-Matthew Wood,duck-migration-flight-anthropomorphism-family-animal-chef-overprotective father-illumination-bird,/ldfCF9RhR40mppkzmftxapaHeTo.jpg,/meyhnvssZOPPjud4F1CjOb4snET.jpg,609681-572802-1022796-866398-787699-930564-845111-872585-906126-520758-1072342-508883-823482-753342-1211957-955916-1072790-840430-926393-346698-976573,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
882569,Guy Ritchie's The Covenant,"['War', 'Action', 'Thriller']",en,During the war in Afghanistan a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.,794.125,STX Films-Toff Guy Films,4/19/2023,55000000,20000000,123,Released,A bond. A pledge. A commitment.,7.662,657,Jake Gyllenhaal-Dar Salim-Antony Starr-Alexander Ludwig-Jonny Lee Miller-Emily Beecham-Jason Wong-Bobby Schofield-Sina Parvaneh-Sean Sagar-James Nelson-Joyce-Reza Diako-Abbas Fasaei-Swen Temmel-Rhys Yates-Ash Goldeh-Marcel Zadé-Christian Ochoa-Hadi Khanjanpour-Gary Anthony Stennette-Fariba Sheikhan-Damon Zolfaghari-Javier Ramos-Kawa Mawlayee-Altamasch Noor-Javid Hakim-Mo Ahmadi-Cyrus Khodaveisi-Paeman Arianfar-Shoaib Lodin,ambush-interpreter-afghanistan-afghanistan war (2001- )-rescue-war,/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,/vnPTLSBk95XKdahOaMkTlAck5Rc.jpg,840326-1037644-713704-385687-121342-552688-605886-603692-747355-758323-502356-1121116-842675-964980-876969-654374-868985-493529-649609-447365-620705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
799155,Attack,"['Action', 'Science Fiction', 'Thriller']",hi,With the Parliament under siege India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in the nick of time save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi. Will Arjun succeed in his mission?,773.348,JA Entertainment-Pen Studios-Ajay Kapoor Productions,4/1/2022,0,0,123,Released,,7.398,89,John Abraham-Serena Walia-Rakul Preet Singh-Prakash Raj-Ratna Pathak Shah-Elham Ehsas-Jacqueline Fernandez-Kiran Kumar-Rajit Kapoor-Jaimini Pathak-Mehroos Mir-Shahnawaz Bhatt-Babrak Akbari-Ranjit Punia-Habib Al Aidroos-Nimish Desai-Mohd Talib,parliament-super soldier-soldier-indian army,/5jGKbYuZtdxSNOocI6ZziQeiY4n.jpg,/ba9TgAO4I8RyA2LljzR3MspHaM9.jpg,85985-441909-657997-816586-801526-607145-678835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
299054,Expend4bles,"['Action', 'Adventure', 'Thriller']",en,Armed with every weapon they can get their hands on and the skills to use them The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.,750.624,Millennium Media-Campbell Grobman Films-Lionsgate,9/15/2023,100000000,58000000,103,Released,They'll die when they're dead.,6.431,815,"Sylvester Stallone-Jason Statham-50 Cent-Megan Fox-Dolph Lundgren-Iko Uwais-Andy García-Tony Jaa-Randy Couture-Jacob Scipio-Levy Tran-Lucy Newman-Williams-Daren Nop-Kenny ""Cowboy"" Bartram-Cody Mackie-Cokey Falkow-Eddie Hall-Dan Chupong-Karim Saidi-Samuel Black-Adam Masto-Sheila Shah-Nicole Andrews-Oat Jenner-Susanne Potrock-Mike Möller-Alexander Hristozov-Antoni Davidov-David Nop-Igor Pečenjev-Stefan Ivanov-Vladimir Mihailov-Martin Ghiaurov-Tjaša Perko-Stefan Bahrun-Assen Karanikolov-Caroline Wilde-Jason Lines",sequel-nuclear bomb-cargo ship-ring,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,/wl4NWiZwpzZH67HiDgpDImLyds9.jpg,42333-951491-42332-507089-1039690-926393-13723-939335-554600-190532-1157049-893723-1034062-575264-807172-1173558-565770-980489-678512-762430-862552,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
892070,Padre no hay más que uno 3,"['Comedy', 'Family']",es,Christmas is coming. The children accidentally break a Nativity scene figurine from their father's collection and must by all means get an equal one the problem is that it is a unique antique piece. Sara the eldest daughter breaks up with her boyfriend Ocho who will try to recover her favors with the help of her father-in-law Javier. Precisely Javier's father-in-law Marisa's father will be welcomed into the family home to spend the holidays after her recent separation which will not leave Javier's mother Milagros indifferent. Rocío the folklore of the family who has been playing the Virgin for several Christmases is relegated this year to playing the shepherdess something that her father Javier is not willing to assume.,749.721,Atresmedia-Bowfinger,7/15/2022,0,0,0,Released,,8.5,2,Santiago Segura-Toni Acosta-Martina D’Antiochia-Calma Segura-Luna Fulgencio-Carlos G. Morollón-Sirena Segura-Loles León-Leo Harlem-Silvia Abril-El Cejas-Carlos Iglesias,,/rmFURMXlphmrGr8gItXkuHqg43G.jpg,/znUdSyO9ZUopUfmr6DH5YT5D5Cs.jpg,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
770509,The Nights Belong to Monsters,"['Fantasy', 'Drama']",es,Sol a 17-year-old teenager moves with her mother to the Gonzalo's home the actual mother's boyfriend. In this town where from the beginning Sol only finds hostility she must face bullying from her schoolmates and Gonzalo's harassment. While wandering the streets trying to find a way out Sol meet a mysterious and magical female dog with whom she establish a symbiotic relationship. It be this dog the one that violently and surprisingly always appear to defend Sol until the last consequences.,742.199,Rispo Films-Tieless Media,10/9/2021,0,0,96,Released,,2,1,Lu Grasso-Esteban Lamothe-Jazmín Stuart-Gustavo Garzón-Agustin Daulte-Macarena Suárez Dagliano-Majo Chicar-Laura Grandinetti-Nico García-Ignacio Quesada,,/cYNfI1WHxMm0JhCXEX9qUUOv8C3.jpg,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,"['Animation', 'Comedy', 'Action']",en,After years of being sheltered from the human world the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate but they soon get in over their heads when an army of mutants is unleashed upon them.,729.356,Paramount-Nickelodeon Movies-Point Grey Pictures-Mikros Animation-Cinesite Animation,7/31/2023,70000000,161000000,100,Released,Heroes aren't born. They're mutated.,7.248,435,Micah Abbey-Shamon Brown Jr.-Nicolas Cantu-Brady Noon-Ayo Edebiri-Maya Rudolph-John Cena-Seth Rogen-Rose Byrne-Natasia Demetriou-Giancarlo Esposito-Jackie Chan-Ice Cube-Paul Rudd-Post Malone-Hannibal Buress-Jimmy Donaldson-Derek Wilson-Lukas Williams-Michael Badalucco-Dempsey Pappion-John Capodice-Andia Winslow-Raechel Wong-David Faustino-Danny Mastrogiorgio-Noel Gibson-Myra Owyang-Kevin Eastman-Alex Hirsch-Mike Rianda-Bobby Wagner-Greg Levitan-Illya Quinteros-Natalie Canizares-Kyler Spears-Jeff Rowe,new york city-sibling relationship-skateboarding-crime fighter-turtle-superhero-ninja-duringcreditsstinger-teenage mutant ninja turtles-aspiring journalist-anthropomorphic animal,/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,/w2nFc2Rsm93PDkvjY4LTn17ePO0.jpg,565770-1008042-616747-615656-980489-346698-656968-1072371-406427-1003581-1110358-604031-872585-783675-724209-864168-10438-438348-985617-324857-1061181,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843794,JUNG_E,"['Science Fiction', 'Action', 'Adventure']",ko,On an uninhabitable 22nd-century Earth the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.,711.941,Climax Studios,1/20/2023,0,0,98,Released,AI Combat Warrior Will be Unleashed.,6.301,370,Kang Soo-youn-Kim Hyun-joo-Ryu Kyung-soo-Uhm Ji-won-Lee Dong-hee-Han Woo-yeol-Lee Ga-kyung-Shin Min-jae-Kim Sun-hyuk-Lee Hyun-kyun-Park So-yi-Lee Seung-chan-Kim Tae-joon-Do Yong-gu-Hong Seok-bin-Jun Jung-il-Son Young-soon-Cha Young-ju-Cha Hee-Park So-eul,artificial intelligence-clone-future-mercenary-dystopia-robot-22nd century-war,/z2nfRxZCGFgAnVhb9pZO87TyTX5.jpg,/afsYFdid9pnnRd6tTrHFUbHgXJn.jpg,1035806-542196-1013870-842544-536554-996727-653851-758009-505642-846433-947938-955991-877703-267805-646389-315162-615777-996525-511617-39456-619930,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
840326,Sisu,"['Action', 'War']",fi,Deep in the wilderness of Lapland Aatami Korpi is searching for gold but after he stumbles upon Nazi patrol a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.,700.136,Subzero Film Entertainment-Good Chaos-Stage 6 Films,1/27/2023,6200000,10568631,91,Released,Vengeance is golden.,7.428,858,Jorma Tommila-Aksel Hennie-Jack Doolan-Mimosa Willamo-Onni Tommila-Tatu Sinisalo-Arttu Kapulainen-Elina Saarela-Ilkka Koivula-Max Ovaska-Joel Hirvonen-Pekka Huotari-Severi Saarinen-Aamu Milonoff-Vincent Willestrand-Wilhelm Enckell-Joonas Brilli-Nicholas Francett-Kevin Francett-Eemeli Franssi-Jussi Kaila-Jarkko Klemetti-Henri Koljonen-Pekka Laakso-Martti Näätä Leinonen-Joosua Oja-Pietari Paappanen-Oskari Skyttä-Tomi Lampinen-Mila Leppälä-Jasmi Mäenpää-Nora Nevia-Jenna Tyni-Anssi-Pekka Fredriksson-Jarmo Hietamäki-Wellu Mikkonen-Akseli Hakovirta-Juho-Lauri Hakovirta-Iisko Hirvasvuopio-Sakari Maliniemi-Jukka Vuorela-Ari Joki-Nikita Makkojev-Jasmin Valjas-Linnea Vilppunen-Hannu Anttila-Mario Esposito-Tarmo Hassinen-Miia Heikkinen-Kimmo Henriksson-Arto Kairajärvi-Risto Korhonen-Mirva Korvala-Steven Madlin-Julia Malmsten-Annika Moisio-Kari Parkkinen-Tommi Pelkonen-Arto Peltomäki-Leena Sormunen-Pekka Virkkunen-Jukka Virtanen-Tinwelindon Belbog,world war ii-nordic mythology-lapland-finnish mythology,/ygO9lowFMXWymATCrhoQXd6gCEh.jpg,/94TIUEhuwv8PhdIADEvSuwPljS5.jpg,31806-1053651-552688-222724-882569-1048300-605886-713704-1094319-502356-603692-431572-17169-265712-916224-447365-640146-385687-778-758323-296271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603692,John Wick: Chapter 4,"['Action', 'Thriller', 'Crime']",en,With the price on his head ever increasing John Wick uncovers a path to defeating The High Table. But before he can earn his freedom Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.,659.169,Thunder Road-87Eleven-Summit Entertainment-Studio Babelsberg,3/22/2023,90000000,426978565,170,Released,"No way back, one way out.",7.827,4159,Keanu Reeves-Donnie Yen-Bill Skarsgård-Ian McShane-Laurence Fishburne-Lance Reddick-Clancy Brown-Hiroyuki Sanada-Rina Sawayama-Scott Adkins-Aimée Kwan-Marko Zaror-Natalia Tena-Shamier Anderson-George Georgiou-Yoshinori Tashiro-Hiroki Sumi-Daiki Suzuki-Julia Asuka Riedl-Milena Rendón-Ivy Quainoo-Irina Trifanov-Iryna Fedorova-Andrej Kaminsky-Sven Marquardt-Raicho Vasilev-Marie Pierra Kakoma-Gina Aponte-Christoph Hofmann,new york city-martial arts-hitman-sequel-organized crime-osaka japan-aftercreditsstinger-hunted-professional assassin-neo-noir-berlin,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,/fgw4rFs4XMWdJTWp1eMacHKQqbZ.jpg,1098239-802401-385687-19603-24791-502356-781009-525644-569094-384093-203579-1103694-649336-1076605-697843-12354-325358-347196-594767-493529-840326,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
862553,Bar Fight,['Comedy'],en,Nina and Allen split everything in their lives 50/50 after their break-up to avoid any drama—everything that is except for their favorite local bar. Nina and Allen must compete in a ridiculous tavern-style custody battle for their prized watering hole in which lines will be drawn sides will be chosen and beers will be drunken.,626.541,,11/11/2022,0,0,84,Released,Time to settle the score one drink at a time.,7.3,18,Melissa Fumero-Luka Jones-Rachel Bloom-Julian Gant-Dot-Marie Jones-Vik Sahay,,/wz3LJM9tVUgatlS1WhedZRju1ON.jpg,/rWlCGbcr8fCB7RAlHlZgoNNgpuP.jpg,1048300-1037391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920143,The Trip 6,['Comedy'],es,The last year High School excursion is the walk where anything can happen but the last year High School excursion with the parents that is the last straw. And since Álvaro Castaño knows that security is better than the police he decides to travel with his family to watch over his daughter Sarita however his mother-in-law Raquel is not willing to allow it and also embarks in the plan . On the paradisiacal beaches of San Andrés Álvaro Castaño will become Sara's nightmare and the sensation for the excursion while his sexy mother-in-law of him will be the one to steal the show. El Paseo 6 the last yeat High School excursion because the luck of the grandmother the High School girls wish it.,610.333,Caracol Televisión-Dago García Producciones,12/25/2021,0,0,97,Released,The excursion of 11,7,44,Amparo Grisales-Cecilia Navia-Jhon Álex Toro-Michell Orozco-Cristián David Duque-Andrés de la Mora-Rafaella Chávez-Armando Ortíz,mother-in-law-grandmother-excursion-comedy-paradise beaches,/5vSFW0rxMDZg8j5cr0JICBDSrGM.jpg,/svVppV4UOQw1fVi1Dt6z7n2UlyG.jpg,587792-287636-470614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713704,Evil Dead Rise,"['Thriller', 'Horror']",en,A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.,596.615,New Line Cinema-Ghost House Pictures-Renaissance Pictures-Pacific Renaissance Pictures-Wild Atlantic Pictures,4/12/2023,15000000,141512122,96,Released,Mommy loves you to death.,7.038,1937,Lily Sullivan-Alyssa Sutherland-Morgan Davies-Gabrielle Echols-Nell Fisher-Anna-Maree Thomas-Mirabai Pease-Richard Crouchley-Jayden Daniels-Mark Mitchinson-Tai Wano-Billy Reynolds-McCarthy-Noah Paul-Melissa Xiao-Bruce Campbell,sibling relationship-earthquake-pregnancy-sequel-gore-los angeles california-demon-evil-necronomicon-reboot-demonic possession-motherhood-sisterhood-sister sister relationship-body horror-apartment,/mIBCtPvKZQlxubxKMeViO2UrP3q.jpg,/7bWxAsNPv9CXHOhZbJVlj2KxgfP.jpg,758323-726239-502356-552688-640146-1014747-1008005-296271-868985-916224-447365-649609-868759-628030-385687-934433-168626-603692-493529-882569-1037644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
646683,The Exorcism,"['Horror', 'Thriller']",en,A troubled actor begins to unravel while shooting a supernatural horror film leading his estranged daughter to wonder if he's slipping back into his past addictions or if there's something more sinister at play.,583.976,Miramax-Outerbanks Entertainment,5/30/2024,22000000,6354317,96,Released,They were making a cursed movie. They were warned not to. They should have listened.,4.568,110,Russell Crowe-Ryan Simpkins-Sam Worthington-Chloe Bailey-Adam Goldberg-Adrian Pasdar-David Hyde Pierce-Tracey Bonner-Marcenae Lynette-Joshua John Miller-Hallie Samuels-Samantha Mathis-Anna Maria Reyer-Jayden Fontaine-Zach Padlo-Josh Warren-Hannah Black-Joya Joseph-Scott Rapp-Jobie James-Robert Fortunato-Drew Broderick-Chris TC Edge-Chandler Lane-William Hutchings,exorcism-survival horror-broken family-psychological horror-amused,/v4PgVcOne2sumkyOK8O7BKB9PWX.jpg,/8fNBsXpgMvqk75SPsZzTmIqSRxY.jpg,43333-10205-456699-1125978-958006-13852-913001-16808-704673-964592-1308757-1174618-956842-56288-533535-243684-1048241-882059-573435-839369,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
941520,Alien Sniperess,"['Action', 'Science Fiction', 'Fantasy']",en,A female sniper on military leave promises to fulfill her fiancé’s dying wish until she encounters a hostile alien invasion and is tasked with saving countless lives.,581.299,Paradox Universe-Green Apple Productions,4/8/2022,0,0,94,Released,One shot one kill for mankind.,3.9,13,Olivia Okoro-Sean Laguna-Douglas Savage-Bourke Floyd-Sean J. Dillingham-Mark Speno-Alaina Laethem-Camille Kerber-Dan Weisgerber,,/bI1ZDRkerXrcaFa5kWjEMw80aqE.jpg,/3RJ0B8JnwuOaQf6qmwTILXibcJj.jpg,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
845885,Dark Blood,"['Crime', 'Drama']",en,A father is imprisoned after committing a brutal revenge crime. During his confinement he must adapt to a new life of abuse including injury and humiliation by guards and other prisoners.,573.165,,9/5/2021,0,0,83,Released,,4.9,7,John Leguizamo-Adriana Barraza-Ramiro Meneses-Hernán Méndez-Álvaro Rodríguez-María Nela Sinisterra,,/v78bAY02eCUv7lkpEpOVlRkqZDJ.jpg,/cFQso7tbFEGhNeYrWdtQVdhPDNW.jpg,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
965571,Patriots Time,"['Action', 'War']",ru,The brothers Sultan and Bekzat Ibrayev are serving faithfully in the Armed Forces of Kazakhstan and at the same time they are in family disagreement. Sultan is a valiant intelligence officer and Bekzat is a talented fighter pilot. While an international terrorist organization prepares a carefully planned attack on the country's strategically important facilities the brothers have to face not only a mortal threat but also face a family confrontation related to their dead father. Circumstances force them to unite in order to save human lives and the brothers eventually understand that their homeland and family are the most valuable thing they have.,563.697,Kazakh Cinema-Kazakhstan Ministry of Culture-Atlas Entertainment,4/28/2022,0,0,101,Released,,8.339,31,Daniyar Alshinov-Sanurzhan Suleymenov-Dasten Shakirov-Sayat Isembayev-Bekzat Eleusizov-Zarina Khadzhimetova-Askar Ilyasov,,/yrafAmPQgr5RWEe67BrbHu7jiB.jpg,/xCt3Ha6hhHep5pwiW2FSenC59Gn.jpg,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
912649,Venom: The Last Dance,"['Action', 'Science Fiction', 'Adventure']",en,Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.,562.049,Columbia Pictures-Pascal Pictures-Matt Tolmach Productions-Hutch Parker Entertainment-Arad Productions,10/23/2024,110000000,0,109,Post Production,'Til death do they part.,0,0,Tom Hardy-Chiwetel Ejiofor-Juno Temple-Stephen Graham-Peggy Lu-Alanna Ubach-Rhys Ifans-Clark Backo-Cristo Fernández,hero-superhero-anti hero-villain-alien life-form-based on comic-sequel-sony's spider-man universe (ssu),/8mRrl8lc7TrbdA1PFzUhQ0nFZ7R.jpg,/3sh2UA2Q2l7fihgoj1LhFFPTlIM.jpg,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
852096,We Have a Ghost,"['Fantasy', 'Family', 'Comedy', 'Adventure']",en,After Kevin finds a ghost named Ernest haunting his new home he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past they become targets of the CIA.,560.336,Temple Hill Entertainment,2/24/2023,0,0,127,Released,Set your spirit free.,6.587,208,David Harbour-Jahi Di'Allo Winston-Anthony Mackie-Erica Ash-Niles Fitch-Isabella Russo-Tig Notaro-Tom Bower-Sean Boyd-Nicholas X. Parsons-Steve Coulter-Scott A. Martin-Jennifer Coolidge-Peggy Walton-Walker-Sherri Eakin-Faith Ford-Yoshio Maki-Sarah Voigt-Jophielle Love-Merah Benoit-April McCullough-Gabriel Sky-Taylor Shurte-Sarah Durn-Ariel Yasmine-Bob the Drag Queen-Major Dodge Jr.,cia-haunted house-ghost-social media,/xo0fgAUoEeVQ7KsKeMWypyglvnf.jpg,/6VX3TrYBtnMOHp3v44lIWWnEp7N.jpg,937278-1077280-100088-82856-1063422-957752-631842-906221-1024627-869112-677179-418585-890541-768939-804150-939979-717980-740441-703451-931954-1075519,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
385687,Fast X,"['Action', 'Crime', 'Thriller']",en,Over many missions and against impossible odds Dom Toretto and his family have outsmarted out-nerved and outdriven every foe in their path. Now they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge and who is determined to shatter this family and destroy everything—and everyone—that Dom loves forever.,554.411,Universal Pictures-Original Film-One Race-Perfect Storm Entertainment,5/17/2023,340000000,704709660,142,Released,The end of the road begins.,7.1,5161,Vin Diesel-Michelle Rodriguez-Tyrese Gibson-Ludacris-John Cena-Nathalie Emmanuel-Jordana Brewster-Sung Kang-Jason Momoa-Scott Eastwood-Daniela Melchior-Alan Ritchson-Helen Mirren-Brie Larson-Jason Statham-Charlize Theron-Rita Moreno-Joaquim de Almeida-Leo A. Perry-Luis Da Silva Jr.-Jaz Hutchins-Luka Hays-Alexander Capon-Pete Davidson-Shadrach Agozino-Ludmilla-Miraj Grbić-Meadow Walker Thornton-Allan-Michael Irby-Shahir Figueira-Ben-Hur Santos-Debby Ryan-Josh Dun-Dwayne Johnson-Gal Gadot-Paul Walker-Ali Baddou-Emily Buchan,sequel-revenge-betrayal-racing-family-cliffhanger-shocking-cars-foreboding-ominous-urgent,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,697843-603692-667538-447365-455476-298618-569094-502356-713704-346698-384018-926393-447277-939335-890771-299054-762430-1010581-882569-615656,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
587092,Unicorn Wars,"['Action', 'Animation', 'Comedy', 'Fantasy', 'Horror', 'War']",es,An army of bear cubs train and indoctrinate young recruits for the war against the unicorns which threatens the safety of the cubs. Brothers Bluet and Tubby along with a group of inexperienced cadets are sent on a dangerous mission to save the Magic Forest where the unicorns live and start a terrible battle.,535.524,UniKo-Schmuby Productions-Autour de Minuit-Panique!-Abano Productions,10/21/2022,0,27833,92,Released,Bear witness,6.4,23,Jon Goiri-Jaione Insausti-Ramón Barea-Txema Regalado-Manu Heras-Gaizka Soria-Iker Diaz-Estívaliz Lizárraga-Pedro Arrieta-Alberto Vázquez-Rosa María Romay-Antón Palomar-Alberto Escobal García-Kepa Cueto-Juan Carlos Loriz-Eduardo Gorriño-Josu Varela-Álvaro Sánchez-Maribel Legarreta-Itxaso Quintana-Eba Ojanguren-Pilar Ferrero-Fátima Casado,gore-bear-unicorn-war-animation,/8KBj11zBaRdhoeq1q9jcAwKmDSk.jpg,/rbUPJoJJquPbX1AiV6GzOqcmJME.jpg,852046-601796,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
736526,Troll,"['Fantasy', 'Action', 'Adventure', 'Thriller']",no,Deep inside the mountain of Dovre something gigantic awakens after being trapped for a thousand years. Destroying everything in its path the creature is fast approaching the capital of Norway. But how do you stop something you thought only existed in Norwegian folklore?,533.668,Motion Blur,12/1/2022,0,0,104,Released,Mountains will move.,6.736,1254,Ine Marie Wilmann-Kim S. Falck-Jørgensen-Mads Sjøgård Pettersen-Gard B. Eidsvold-Anneke von der Lippe-Dennis Storhøi-Karoline Viktoria Sletteng Garvang-Yusuf Toosh Ibra-Bjarne Hjelde-Ameli Olving Sælevik-Jon Ketil Johnsen-Duc Paul Mai-The-Ingrid Vollan-Trond Magnum-Pål Richard Lunderby-Pål Anders Nordvi-Eric Vorenholt-Hugo Mikal Skår-Veronica Sinclair-Gard Fartein Løkke Goli-Kohinoor Nordberg-Axel Barø Aasen-Kyrre Eikås Ottersen-Bob Heide-Stine Neerland Hartviksen-Paal Herman Ims-Kasper Antonsen-Espen Aukan-Paul Kirby-Laura Lee Dubois-Peter Dubois-Chiaki Nishijima-Ingvild Bryn-Tom Nilssen-Nicolai Robinot Bodd-Carmen Gloria Pérez-Jessica Lauren Taylor-Neil Howard-Christina Askeland-Billy Campbell,mountain-mythical creature-creature-norwegian folklore,/9z4jRr43JdtU66P0iy8h18OyLql.jpg,/53BC9F2tpZnsGno2cLhzvGprDYS.jpg,436270-76600-555604-873126-518896-724495-774752-1049233-751741-1024546-668461-45592-1028182-715931-1013860-899112-109953-661374-890980-889619-337426,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
